Data Source Identifier;;Message Type;Service Identification;Time of Track Information;Position in WGS-84 Co-ordinates;;Calculated Position in Cartesian Co-ordinates;;Calculated Track Velocity in Cartesian coord.;;Calculated Acceleration;;Mode-3/A Code in octal representation;Target Identification;;Mode-S / ADS-B Related Data;;;;;;;;;;;;;;;;;;;;;;Track Number;Track Status;;;;;;;;;;;;;;;;;;;;;;System Track Update Ages;;;;;;;;;;;;Phase of Flight;Measured Flight Level;Calculated Track Barometric Altitude;;Calculated Track Geometric Altitude;Calculated Rate of Climb/Descent;Target Size & Orientation;;;Flight Plan Related Data;;;;;;;;;;;;;;;;;;;;;;;;;Vehicle Fleet Identification;Pre-programmed Message;;Estimated Accuracies;;;;;;;;;;;Alert Messages;;;Tracks in Alert;Holdbar Status;;Special Purpose Field;Reserved Expansion Field;
SAC;SIC;MESSAGE TYPE;SID;TIME;LAT;LON;X;Y;VX;VY;AX;AY;CODE;STI;CALLSIGN;BDS;MB DATA;ADDRESS;COM;AIRBORNE;GROUND;SPI;ALERT;EMERGENCY;SSC;ARC;AIC;B1A;B1B;AC;MN;DC;TYPE;ECAT;VDL;MDS;UAT;TN;MON;GBS;MRH;SRC;CNF;SIM;TSE;TSB;FRI/FOE;ME;MI;AMA;SPI;CST;FPC;AFF;PSR;SSR;MDS;ADS;SUC;AAC;PSR;SSR;MDA;MFL;MDS;ADS;ADS;MD1;MD2;LOP;TRK;MUL;FLS;FLIGHT LEVEL;QNH;ALT;HEIGHT;RATE;LENGTH;WIDTH;ORIENTATION;SAC;SIC;CALLSIGN;TYP;NBR;GAT;OAT;FR;RVSM;HPR;TYPE;TURBULENCE;Departure Airport;Destination Airport;Runway;FLIGHT LEVEL;Centre;Position;TYP;DAY;TIME;STAND;EMP;AVL;;VFI;TRB;MSG;APC-X;APC-Y;APC-XY;APW-LAT;APW-LON;ATH;AVC-X;AVC-Y;ARC;AAC-X;AAC-Y;ACK;SVR;TYPENUMBER;TN;BKN;INDICATOR;SP;RE;
0;45;T;;07:11:19,977;;;-10710,0;-4370,0;+24,0;-157,2;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:20,078;;;+1101,0;-678,0;-57,0;+16,5;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:20,266;;;-10703,0;-4406,0;+25,0;-156,2;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:20,281;;;+1090,0;-675,0;-57,0;+16,2;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:20,609;;;+1075,0;-670,0;-57,0;+16,2;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:20,828;;;+1061,0;-667,0;-57,0;+16,2;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:20,844;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:20,977;;;-149,0;+165,0;-0,8;-0,5;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:21,055;;;-10686,0;-4494,0;+28,0;-154,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:21,156;;;+1084,0;-660,0;-54,5;+16,8;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:21,156;;;-10789,0;-4475,0;-18,5;-132,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:21,219;;;+1034,0;-658,0;-57,0;+16,2;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:21,414;;;+1024,0;-656,0;-57,0;+16,2;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:21,453;;;-10674,0;-4585,0;+29,8;-153,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:21,641;;;+1013,0;-654,0;-57,0;+16,2;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:21,828;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:21,914;;;+999,0;-651,0;-57,0;+16,2;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:22,062;;;-150,0;+165,0;-0,5;-0,2;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:22,094;;;-10653,0;-4652,0;+32,2;-152,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:22,133;;;+986,0;-647,0;-57,0;+16,0;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:22,414;;;-149,0;+166,0;-0,2;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:22,422;;;+971,0;-643,0;-57,0;+16,0;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:22,609;;;-10636,0;-4723,0;+34,0;-152,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:22,656;;;+956,0;-639,0;-57,0;+16,0;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:22,898;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:23,188;;;+931,0;-633,0;-57,0;+15,8;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:23,352;;;-10611,0;-4825,0;+36,8;-152,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:23,578;;;-149,0;+166,0;+0,0;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:23,664;;;+2291,0;+475,0;+0,0;+0,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;22;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:23,664;;;+907,0;-625,0;-57,2;+15,5;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:23,734;;;-10594,0;-4891,0;+38,5;-151,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:23,750;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:24,047;;;+881,0;-619,0;-57,8;+15,2;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:24,219;;;-150,0;+166,0;+0,0;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:24,273;;;-10574,0;-4966,0;+40,2;-152,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:24,688;;;+849,0;-611,0;-58,0;+15,0;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:24,727;;;-150,0;+166,0;+0,0;+0,2;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:24,742;;;-10554,0;-5033,0;+42,5;-150,2;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:24,836;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:24,930;;;+827,0;-606,0;-58,5;+14,8;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:25,117;;;-149,0;+166,0;+0,0;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:25,242;;;+805,0;-601,0;-58,8;+14,8;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:25,289;;;-10529,0;-5095,0;+45,5;-145,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:25,344;;;-10572,0;-5162,0;+1,5;-134,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:25,453;;;+791,0;-598,0;-58,8;+14,5;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:25,750;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:25,805;;;-10505,0;-5196,0;+47,5;-145,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:25,977;;;+768,0;-591,0;-59,0;+14,5;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:26,016;;;-10489,0;-5198,0;+48,8;-140,2;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:26,141;;;-149,0;+166,0;+0,2;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:26,289;;;-10476,0;-5217,0;+49,8;-138,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:26,500;;;+739,0;-585,0;-59,2;+14,2;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:26,547;;;-10462,0;-5241,0;+50,8;-137,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:26,758;;;-10450,0;-5262,0;+51,8;-136,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:26,758;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:26,789;;;+2224,0;+573,0;+0,0;+0,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;22;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:27,023;;;+708,0;-577,0;-59,5;+14,2;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:27,039;;;-10433,0;-5291,0;+53,2;-135,2;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:27,180;;;-148,0;+166,0;+0,2;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:27,250;;;-10416,0;-5320,0;+54,5;-135,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:27,586;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:27,594;;;+676,0;-569,0;-59,8;+14,0;;;5617;;;;;;;;;;;;;;;;;;;;;;;;;17;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:27,602;;;-10393,0;-5365,0;+56,2;-136,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:27,609;;;+2224,0;+573,0;+0,0;+0,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;22;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:27,875;;;-10373,0;-5406,0;+57,2;-137,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,000;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,109;;;-10358,0;-5440,0;+58,2;-137,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,117;;;+2224,0;+573,0;+0,0;+0,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;22;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,133;;;-148,0;+166,0;+0,2;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,391;;;-148,0;+166,0;+0,5;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,516;;;-10334,0;-5489,0;+60,0;-137,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,578;;;+2223,0;+573,0;+0,0;+0,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;22;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,594;;;-148,0;+166,0;+0,8;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,594;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,719;;;-10317,0;-5525,0;+61,0;-136,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,812;;;-147,0;+166,0;+0,8;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:28,984;;;-10299,0;-5559,0;+62,5;-136,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:29,102;;;-146,0;+166,0;+1,2;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;20;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:11:29,234;;;+2223,0;+573,0;+0,0;+0,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;22;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
