Data Source Identifier;;Message Type;Service Identification;Time of Track Information;Position in WGS-84 Co-ordinates;;Calculated Position in Cartesian Co-ordinates;;Calculated Track Velocity in Cartesian coord.;;Calculated Acceleration;;Mode-3/A Code in octal representation;Target Identification;;Mode-S / ADS-B Related Data;;;;;;;;;;;;;;;;;;;;;;Track Number;Track Status;;;;;;;;;;;;;;;;;;;;;;System Track Update Ages;;;;;;;;;;;;Phase of Flight;Measured Flight Level;Calculated Track Barometric Altitude;;Calculated Track Geometric Altitude;Calculated Rate of Climb/Descent;Target Size & Orientation;;;Flight Plan Related Data;;;;;;;;;;;;;;;;;;;;;;;;;Vehicle Fleet Identification;Pre-programmed Message;;Estimated Accuracies;;;;;;;;;;;Alert Messages;;;Tracks in Alert;Holdbar Status;;Special Purpose Field;Reserved Expansion Field;
SAC;SIC;MESSAGE TYPE;SID;TIME;LAT;LON;X;Y;VX;VY;AX;AY;CODE;STI;CALLSIGN;BDS;MB DATA;ADDRESS;COM;AIRBORNE;GROUND;SPI;ALERT;EMERGENCY;SSC;ARC;AIC;B1A;B1B;AC;MN;DC;TYPE;ECAT;VDL;MDS;UAT;TN;MON;GBS;MRH;SRC;CNF;SIM;TSE;TSB;FRI/FOE;ME;MI;AMA;SPI;CST;FPC;AFF;PSR;SSR;MDS;ADS;SUC;AAC;PSR;SSR;MDA;MFL;MDS;ADS;ADS;MD1;MD2;LOP;TRK;MUL;FLS;FLIGHT LEVEL;QNH;ALT;HEIGHT;RATE;LENGTH;WIDTH;ORIENTATION;SAC;SIC;CALLSIGN;TYP;NBR;GAT;OAT;FR;RVSM;HPR;TYPE;TURBULENCE;Departure Airport;Destination Airport;Runway;FLIGHT LEVEL;Centre;Position;TYP;DAY;TIME;STAND;EMP;AVL;;VFI;TRB;MSG;APC-X;APC-Y;APC-XY;APW-LAT;APW-LON;ATH;AVC-X;AVC-Y;ARC;AAC-X;AAC-Y;ACK;SVR;TYPENUMBER;TN;BKN;INDICATOR;SP;RE;
0;45;T;;07:13:49,750;;;+134,0;+103,0;+0,0;+0,0;;;0747;;;;;;;;;;;;;;;;;;;;;;;;;28;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:49,773;;;-5235,0;-1954,0;+89,0;-120,2;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:49,867;;;+8095,0;-2428,0;+144,8;+61,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:50,148;;;-5201,0;-1997,0;+90,8;-119,5;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:50,461;;;+8165,0;-2398,0;+145,2;+61,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:50,469;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:50,758;;;-5146,0;-2067,0;+93,2;-118,8;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:50,922;;;+8235,0;-2368,0;+145,8;+61,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:51,242;;;-5101,0;-2123,0;+95,2;-118,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:51,492;;;-5080,0;-2146,0;+95,5;-116,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:51,516;;;-5490,0;-1956,0;+20,8;-99,2;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;22;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:51,516;;;+28131,0;-9113,0;-119,8;+48,0;;;1074;;;;;;;;;;;;;;;;;;;;;;;;;26;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:51,516;;;+8297,0;-2357,0;+134,8;+62,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:51,555;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:51,672;;;-60,0;+551,0;+0,0;+0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:51,672;;;+8374,0;-2308,0;+145,0;+61,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:51,781;;;-5060,0;-2165,0;+94,5;-112,5;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:51,984;;;-5046,0;-2180,0;+94,2;-110,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:52,000;;;+8410,0;-2293,0;+144,0;+62,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:52,188;;;-5038,0;-2185,0;+93,0;-106,5;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:52,398;;;-5021,0;-2203,0;+93,5;-105,2;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:52,469;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:52,664;;;-4997,0;-2229,0;+94,2;-104,8;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:52,789;;;+8495,0;-2255,0;+144,0;+62,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:52,953;;;-4970,0;-2259,0;+95,5;-104,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:53,039;;;+8548,0;-2232,0;+143,8;+62,2;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:53,242;;;-4943,0;-2288,0;+96,5;-103,5;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:53,508;;;-4919,0;-2313,0;+97,0;-102,8;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:53,539;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:53,688;;;+8627,0;-2198,0;+143,8;+62,2;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:54,109;;;-4860,0;-2375,0;+99,5;-101,8;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:54,141;;;+94,0;+679,0;+0,0;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;27;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:54,141;;;+8697,0;-2167,0;+144,0;+62,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:54,367;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:54,758;;;+134,0;+103,0;+0,0;+0,0;;;0747;;;;;;;;;;;;;;;;;;;;;;;;;28;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:54,758;;;-4796,0;-2440,0;+102,0;-100,8;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:54,789;;;+8785,0;-2129,0;+144,0;+62,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:55,352;;;-4734,0;-2500,0;+104,2;-99,8;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:55,555;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:55,633;;;-4705,0;-2527,0;+105,2;-99,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:55,703;;;-5080,0;-2420,0;+36,2;-97,5;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;22;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:55,703;;;+27597,0;-8923,0;-120,0;+47,2;;;1074;;;;;;;;;;;;;;;;;;;;;;;;;26;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:55,703;;;+8891,0;-2096,0;+136,8;+62,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:55,711;;;+8952,0;-2056,0;+143,8;+62,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:56,180;;;-4647,0;-2581,0;+107,2;-98,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:56,234;;;+9010,0;-2031,0;+145,0;+62,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:56,406;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:56,477;;;+9066,0;-2009,0;+148,5;+62,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:56,625;;;-353,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:56,734;;;-60,0;+551,0;+0,0;+0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:56,734;;;+9109,0;-1992,0;+149,0;+62,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:56,789;;;-4580,0;-2640,0;+109,5;-97,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:56,930;;;+9143,0;-1979,0;+149,0;+62,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:57,312;;;+9193,0;-1960,0;+149,0;+61,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:57,453;;;-4508,0;-2703,0;+112,0;-95,5;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:57,469;;;-352,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:57,469;;;+133,0;+103,0;+0,0;+0,0;;;0747;;;;;;;;;;;;;;;;;;;;;;;;;28;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:57,594;;;+9234,0;-1944,0;+149,0;+61,2;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:57,805;;;+9271,0;-1931,0;+149,0;+61,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:57,875;;;-4461,0;-2741,0;+113,5;-94,2;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:58,086;;;+133,0;+103,0;+0,0;+0,0;;;0747;;;;;;;;;;;;;;;;;;;;;;;;;28;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:58,320;;;-4422,0;-2749,0;+112,2;-84,8;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:58,320;;;-352,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:58,422;;;+9342,0;-1901,0;+149,2;+61,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:58,836;;;+9409,0;-1875,0;+149,2;+60,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:58,914;;;-4358,0;-2793,0;+113,8;-82,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:59,391;;;+94,0;+679,0;+0,0;+0,0;;;5716;;;;;;;;;;;;;;;;;;;;;;;;;27;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:59,391;;;-352,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:59,445;;;+9494,0;-1842,0;+149,5;+60,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:59,555;;;-4284,0;-2845,0;+116,0;-80,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:59,875;;;-4625,0;-2861,0;+49,0;-95,8;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;22;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:59,875;;;+27131,0;-8746,0;-119,8;+47,2;;;1074;;;;;;;;;;;;;;;;;;;;;;;;;26;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:59,875;;;+9541,0;-1827,0;+139,8;+63,2;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:13:59,945;;;+9608,0;-1796,0;+149,8;+60,5;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:14:00,156;;;+9630,0;-1788,0;+149,5;+60,0;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:14:00,227;;;-352,0;+478,0;+0,0;+0,0;;;7777;;;;;;;;;;;;;;;;;;;;;;;;;6;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:14:00,234;;;-4205,0;-2899,0;+118,2;-78,0;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:14:00,578;;;-4164,0;-2926,0;+119,5;-77,2;;;0742;;;;;;;;;;;;;;;;;;;;;;;;;29;;;B;N;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;45;T;;07:14:00,859;;;+9709,0;-1757,0;+149,5;+59,8;;;0743;;;;;;;;;;;;;;;;;;;;;;;;;21;;;B;N;;;;;N;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
