msg_type;SAC;SIC;ServiceID;wgs84_lat;wgs84_lon;X;Y;Mode3A;flight_level;geo_altitude;QNH;baro_altitude;time_of_track;track_number;MON;GBS;MRH;SRC;CNF;SIM;TSE;TSB;FRI/FOE;ME;MI;AMA;SPI;CST;FPC;AFF;PSR;SSR;MDS;ADS;SUC;AAC;VX;VY;AX;AY;RATE;STI;CALLSIGN;LENGTH;WIDTH;ORIENTATION;PSR_Ages;SSR_Ages;MDA;MFL;MDS_Ages;ADS_Ages;ADB;MD1;MD2;LOP;TRK;MUL;VFI;TRB;MSG;REP;MB_DATA;ADDRESS;COM;STAS;SSC;ARC;AIC;B1A;B1B;AC;VVP1;VVP2
1;0;45;0;0,000000;0.000000;2679.3674;-1047.0142;0;  0.0000;  0.0000;false;  0.0000;26199.0469;31;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;1503724;;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;0;false;0;0;;0;0;0;0;0;0;0;0;0;free;	free;
1;0;45;0;0,000000;0.000000;2831.3674;-922.0142;481;  0.0000;  0.0000;false;  0.0000;26199.0469;33;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;1503724;;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;0;false;0;0;;0;0;0;0;0;0;0;0;0;free;	free;
1;0;45;0;0,000000;0.000000;2836.3674;-909.0142;481;  0.0000;  0.0000;false;  0.0000;26199.2813;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  0.2500;  0.7500;  0.0000;  0.0000;  0.0000;1503724;;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;0;false;0;0;;0;0;0;0;0;0;0;0;0;free;	free;
1;0;45;0;0,000000;0.000000;2387.3674;-1120.0142;4095;  0.0000;  0.0000;false;  0.0000;26199.6172;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;1503724;;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;0;false;0;0;;0;0;0;0;0;0;0;0;0;free;	free;
1;0;45;0;0,000000;0.000000;2836.3674;-909.0142;481;  0.0000;  0.0000;false;  0.0000;26199.7891;33;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;  0.2500;  0.7500;  0.0000;  0.0000;  0.0000;1503724;;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;0;false;0;0;;0;0;0;0;0;0;0;0;0;free;	free;
1;0;45;0;0,000000;0.000000;2837.3674;-905.0142;481;  0.0000;  0.0000;false;  0.0000;26200.0234;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  0.5000;  1.2500;  0.0000;  0.0000;  0.0000;1503724;;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;0;false;0;0;;0;0;0;0;0;0;0;0;0;free;	free;
1;0;45;0;0,000000;0.000000;2387.3674;-1120.0142;4095;  0.0000;  0.0000;false;  0.0000;26200.4453;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;1503724;;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;0;false;0;0;;0;0;0;0;0;0;0;0;0;free;	free;
1;0;45;0;0,000000;0.000000;2838.3674;-905.0142;481;  0.0000;  0.0000;false;  0.0000;26200.5703;33;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;  0.5000;  1.2500;  0.0000;  0.0000;  0.0000;1503724;;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;0;false;0;0;;0;0;0;0;0;0;0;0;0;free;	free;
1;0;45;0;0,000000;0.000000;3658.3674;-963.0142;3022;  0.0000;  0.0000;false;  0.0000;26200.9844;30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0; 11.2500; -4.2500;  0.0000;  0.0000;  0.0000;1503724;;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;0;false;0;0;;0;0;0;0;0;0;0;0;0;free;	free;
1;0;45;0;0,000000;0.000000;14797.3674;-5525.0142;572;  0.0000;  0.0000;false;  0.0000;26200.9844;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-74.2500; 19.2500;  0.0000;  0.0000;  0.0000;1503724;;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;  0.0000;0;false;0;0;;0;0;0;0;0;0;0;0;0;free;	free;
